PoutreHorizontale,6,9
PoutreHorizontale,8,9
PoutreHorizontale,9,9
PoutreHorizontale,10,9
PoutreHorizontale,11,9
#trou 4
PoutreHorizontale,17,10
PoutreHorizontale,18,10
Bombe,18,9
PoutreHorizontale,19,10
#trou 4
PoutreHorizontale,25,9
PoutreHorizontale,26,9
PoutreHorizontale,27,9
PoutreHorizontale,28,9
Colonne,29,11,10,9
PoutreHorizontale,30,9
PoutreHorizontale,31,9
PoutreHorizontale,32,9
PoutreHorizontale,33,9
PoutreHorizontale,34,9
#trou
PoutreHorizontale,36,9
PoutreHorizontale,37,9
PoutreHorizontale,38,9
#troisiète étage
Corde,1,10
Corde,1,11
Corde,1,12
Corde,1,13
Corde,1,14
Corde,1,15
Corde,1,16
Corde,1,17
Corde,1,18
Bombe,10,11
Colonne,7,11,10,9
PoutreHorizontale,2,12
PoutreHorizontale,3,12
PoutreHorizontale,4,12
PoutreHorizontale,5,12
PoutreHorizontale,6,12
PoutreHorizontale,7,12
PoutreHorizontale,8,12
PoutreHorizontale,9,12
PoutreHorizontale,10,12
PoutreHorizontale,11,12
PoutreVerticale,12,9
PoutreVerticale,12,10
PoutreVerticale,12,11
PoutreHorizontale,12,12
PoutreVerticale,13,11
PoutreVerticale,13,10
PoutreHorizontale,13,12
PoutreVerticale,14,11
PoutreHorizontale,14,12
PoutreHorizontale,15,12
PoutreHorizontale,16,12
PoutreHorizontale,17,12
PoutreHorizontale,18,12
PoutreHorizontale,19,12
PoutreHorizontale,20,12
PoutreHorizontale,21,12
PoutreVerticale,22,11
PoutreHorizontale,22,12
PoutreVerticale,23,11
PoutreVerticale,23,10
PoutreHorizontale,23,12
PoutreVerticale,24,11
PoutreVerticale,24,10
PoutreVerticale,24,9
PoutreHorizontale,24,12
PoutreHorizontale,25,12
PoutreHorizontale,26,12
#trou
PoutreHorizontale,28,12
PoutreHorizontale,29,12
PoutreHorizontale,30,12
Bombe,30,11
PoutreHorizontale,31,12
PoutreHorizontale,32,12
PoutreHorizontale,33,12
PoutreHorizontale,34,12
PoutreHorizontale,35,12
PoutreHorizontale,36,12
PoutreHorizontale,37,12
PoutreHorizontale,38,12
#quatrième étage
PoutreHorizontale,2,16
PoutreVerticale,2,15
PoutreVerticale,2,14
Bombe,2,13
PoutreHorizontale,3,16
PoutreVerticale,3,15
PoutreVerticale,3,14
PoutreHorizontale,4,16
PoutreVerticale,4,15
PoutreHorizontale,5,16
PoutreHorizontale,6,16
PoutreHorizontale,7,16
PoutreHorizontale,8,16
PoutreHorizontale,9,16
PoutreHorizontale,10,16
PoutreHorizontale,11,16
PoutreHorizontale,11,15
PoutreHorizontale,12,15
PoutreHorizontale,13,15
PoutreHorizontale,14,15
PoutreHorizontale,15,15
PoutreHorizontale,16,15
PoutreHorizontale,17,15
PoutreHorizontale,18,15
PoutreHorizontale,19,15
PoutreHorizontale,20,15
PoutreHorizontale,21,15
PoutreHorizontale,22,15
Colonne,23,17,16,15
PoutreHorizontale,24,15
PoutreHorizontale,25,15
PoutreHorizontale,26,15
PoutreHorizontale,27,15
PoutreHorizontale,28,15
PoutreHorizontale,29,15
PoutreHorizontale,30,15
PoutreHorizontale,31,15
PoutreHorizontale,32,15
PoutreHorizontale,33,15
PoutreHorizontale,34,15
Colonne,35,17,16,15
PoutreHorizontale,36,15
PoutreHorizontale,37,15
PoutreHorizontale,38,15
Bombe,38,14
#dernière étage
PoutreHorizontale,17,17
PoutreHorizontale,18,17
Bombe,18,16
PoutreHorizontale,19,17
Mur,22,18
Mur,23,18
Mur,24,18
Smick,33,18
Mur,34,18
Mur,35,18
Mur,36,18
Bombe,38,18
